hcf | complementares
19111 | ; V. Daniel
19112 | ; D. Roher; V. Daniel
19114 | ; V. Ariati; C. Michelon; E.D. Lozano; B.K. Canestraro; P. Larocca
19118 | , J.M. Silva & C.C.A. de Andrade
19121 | ; D.P. Saridakis
19123 | ; J.T. Motta
19125 | ; V. Daniel
19126 | ; V. Daniel
19127 | ; J. Cordeiro; M.L. Brotto
19128 | & J.M. Silva
19129 | & J.M. Silva
19130 | & J. Cordeiro
19131 | & Z. Koch
19132 | & E. Barboza
19133 | & J.M. Silva
19134 | & Z. Koch
19135 | , J. Cordeiro & C.B. Poliquesi
19137 | ; V. Daniel
19139 | ; D. Roher
19140 | ; V. Daniel; M. Silva
19141 | & M. Augusto-Silva
19142 | ; E.D. Lozano; C. Buturi; S. Pereira; C. Hekavey
19143 | , F. Marinero, R.R. Völtz & M. Bolson
19144 | ; S. Prado
19145 | and Daryl Lafferty
19146 | with B. Gaunt
19147 | with Frank Farruggia
19151 | ; E.D. Lozano
19153 | ; E.D. Lozano; M. Bolson; T. Bochorny; L. Bacci
19154 | ; J. Cordeiro
19155 | , M. Hatschbach & O.S. Ribas
19157 | ; F.C. Straube & P.H.C. Marques
19161 | & J.M. Silva
19162 | & L.M. Abe
19163 | , J. Cordeiro & C.B. Poliquesi
19164 | ; J.T. Motta
19167 | ; D.C. Imig
19170 | ; L.C. Ferneda Rocha; C. Michelon
19171 | ; E.D. Lozano
19174 | ; A.C. Schroeder & A.R. Sozzo
19175 | ; A.C. Schroeder & A.R. Sozzo
19176 | ; A.C. Schroeder & A.R. Sozzo
19177 | ; A.C. Schroeder & A.R. Sozzo
19178 | ; A.C. Schroeder & A.R. Sozzo
19179 | ; A.C. Schroeder & A.R. Sozzo
19180 | ; A.C. Schroeder & A.R. Sozzo
19181 | ; A.C. Schroeder & A.R. Sozzo
19182 | ; A.C. Schroeder & A.R. Sozzo
19183 | ; A.C. Schroeder & A.R. Sozzo
19184 | ; A.C. Schroeder & A.R. Sozzo
19185 | ; A.C. Schroeder & A.R. Sozzo
19186 | ; A.C. Schroeder & A.R. Sozzo
19187 | ; A.C. Schroeder & A.R. Sozzo
19188 | ; A.C. Schroeder & A.R. Sozzo
19189 | ; A.C. Schroeder & A.R. Sozzo
19190 | ; A.C. Schroeder & A.R. Sozzo
19191 | ; A.C. Schroeder & A.R. Sozzo
19192 | ; A.C. Schroeder & A.R. Sozzo
19193 | ; A.C. Schroeder & A.R. Sozzo
19194 | ; A.C. Schroeder & A.R. Sozzo
19195 | ; A.C. Schroeder & A.R. Sozzo
19196 | ; A.C. Schroeder & A.R. Sozzo
19197 | ; A.C. Schroeder & A.R. Sozzo
19198 | ; A.C. Schroeder & A.R. Sozzo
19199 | ; A.C. Schroeder & A.R. Sozzo
19200 | ; A.C. Schroeder & A.R. Sozzo
19201 | ; A.C. Schroeder & A.R. Sozzo
19202 | ; A.C. Schroeder & A.R. Sozzo
19203 | ; A.C. Schroeder & A.R. Sozzo
19204 | ; A.C. Schroeder & A.R. Sozzo
19205 | ; A.C. Schroeder & A.R. Sozzo
19206 | ; A.C. Schroeder & A.R. Sozzo
19207 | ; A.C. Schroeder & A.R. Sozzo
19208 | ; A.C. Schroeder & A.R. Sozzo
19209 | ; A.C. Schroeder & A.R. Sozzo
19210 | ; A.C. Schroeder & A.R. Sozzo
19211 | ; A.C. Schroeder & A.R. Sozzo
19212 | ; A.C. Schroeder & A.R. Sozzo
19213 | ; A.C. Schroeder & A.R. Sozzo
19214 | ; A.C. Schroeder & A.R. Sozzo
19215 | ; A.C. Schroeder & A.R. Sozzo
19216 | ; A.C. Schroeder & A.R. Sozzo
19217 | ; A.C. Schroeder & A.R. Sozzo
19218 | ; A.C. Schroeder & A.R. Sozzo
19219 | ; A.C. Schroeder & A.R. Sozzo
19220 | ; A.C. Schroeder & A.R. Sozzo
19221 | ; A.C. Schroeder & A.R. Sozzo
19222 | ; A.C. Schroeder & A.R. Sozzo
19223 | ; A.C. Schroeder & A.R. Sozzo
19224 | & E.L. Siqueira
19225 | & C.B. Poliquesi
19226 | , E. Barboza, M. Grizzon & J. Gaio
19227 | , E. Barboza, M. Grizzon & J. Gaio
19228 | & E.F. Costa
19229 | , M. Hatschbach & E. Barbosa
19230 | , E. Barbosa & E.F. Costa
19231 | , E. Barbosa & E.F. Costa
19232 | & E. Barbosa
19233 | , M. Hatschbach & J.M. Silva
19234 | , E.F. Costa & J. Saldanha
19235 | , J. Cordeiro & C.B. Poliquesi
19237 | , L. Sevegnani & J.M. Silva
19238 | , E.F. Costa & L. von Lisingen
19240 | , J. Cordeiro & O.S. Ribas
19241 | , M. Hatschbach & E. Barbosa
19242 | ; L.M. Martins
19243 | , P. Labiak & J. Cordeiro
19244 | ; E.D. Lozano; B.K. Canestraro; M. Bolson; L. Bacci; T. Bochorny
19245 | & J.M. Silva
19246 | , J. Iganci & G. Heyden
19247 | & J.M. Silva
19248 | , E.S. Pinto & C.B. Poliquesi
19249 | & E. Barbosa
19250 | , J. Iganci & G. Heyden
19251 | , E. Barbosa, J.M. Silva & J. Vaz
19252 | ; T.R. Cardoso; M.D. Laus; P. Stupp
19253 | ; A. Dunaiski Júnior
19257 | , J. Cordeiro & E.F. Costa
19258 | , J. Cordeiro & J.M. Silva
19259 | , J. Cordeiro & J.M. Silva
19260 | , E. Barbosa & C.B. Poliquesi
19261 | & E. Barbosa
19262 | & J.M. Silva
19263 | , J. Cordeiro & C.B. Poliquesi
19266 | & J. Cordeiro
19267 | , G.C. Vasconcelos & P. Shene
19268 | , C.B. Poliquesi & E.S. Pinto
19270 | & Z. Koch
19271 | , C.V. Roderjan & Y.S. Kuniyoshi
19273 | & A. Mocochinski
19275 | ; L.M. Martins
19278 | , M. Hatschbach & E. Barbosa
19279 | & L.M. Abe
19280 | , P. Labiak & M. Pichorim
19281 | , M. Hatschbach & E. Barbosa
19282 | , J. Cordeiro, J.M. Silva & J. Vaz
19283 | ; J. Cordeiro; J.M. Silva; J.T. Motta
19284 | , J. Cordeiro; J.M. Silva; J.T. Motta
19285 | ; J. Cordeiro; J.M. Silva; J.T. Motta
19286 | ; E.D. Lozano; D. Roher; E.A. Oliveira
19287 | ; E. Barboza; E.D. Lozano; V. Ariati
19288 | ; E.D. Lozano; D. Roher; E.A. Oliveira
19289 | ; J. Cordeiro; J.M. Silva; J.T. Motta
19290 | ; J.M. Silva; A.F.S Duarte
19291 | ; J.M. Silva; M.C.H. Mello
19292 | ; J. Cordeiro; J.M. Silva; J.T. Motta
19293 | ; S. Bordignon; R.B. Macedo
19295 | , M. Hatschbach & O.S. Ribas
19299 | , E. Barbosa & E.F. Costa
19300 | ; J. Cordeiro
19301 | , F. Marinero, R.R. Völtz & M. Bolson
19302 | ; D. Roher; V. Daniel
19304 | ; V. Daniel; G. Felitto
19305 | ; M. Augusto-Silva
19306 | ; Equpe Labea
19307 | ; V. Daniel
19310 | ; R.A. Bonaldi
19312 | , M. Hatschbach & J.M. Silva
19313 | ; S. Prado
19314 | ; E. Barboza; E.D. Lozano; V. Ariati
19315 | ; J.T. Motta
19316 | ; E.D. Lozano
19317 | ; L.C. Ferneda Rocha; M. Bolson
19318 | & S. Oliveira
19319 | , C.N. Fraga, L. Kollmann, A.P Fontana & P.H. Labiak
19320 | & J.M. Silva
19321 | , O.S. Ribas & C.C.A. Andrade
19322 | , E. Barbosa, G. Felitto & P. Larocca
19323 | , E. Barboza, J. Cordeiro & D.P. Saridakis
19325 | & L.M. Abe
19326 | , E. Barboza, J. Cordeiro & D.P. Saridakis
19327 | A. Sozzo & A.C. Schroeder
19328 | ; A.R. Sozzo & A.C. Schroeder
19329 | , E. Barboza, J. Cordeiro & D.P. Saridakis
19330 | , J. Cordeiro & C.B. Poliquesi
19331 | , E. Barboza, J. Cordeiro & D.P. Saridakis
19332 | , O.S. Ribas & J. Vaz
19333 | , E. Barboza, J. Cordeiro & D.P. Saridakis
19334 | , E. Barboza, J. Cordeiro & D.P. Saridakis
19335 | , E. Barboza, J. Cordeiro & D.P. Saridakis
19336 | , E. Barboza, A.C. Picoli & P. Boher
19337 | , E. Barboza, A.C. Picoli & P. Bohrer
19339 | ; L.P.H. Strle
19341 | ; J.T. Motta
19342 | & L.C.V. Carrés
19345 | ; I.F. Canestraro; M.C.K. Canestraro
19346 | ; H. Lorenzi; M.N. Saka; J. Lombardi; A. Campos Rocha; M. Lautert
19348 | , E. Legal & S. Silveira
19351 | et al.
19352 | et al.
19354 | , M. Hatschbach & J.M. Silva
19355 | , M. Hatschbach & E. Barbosa
19356 | , J. Cordeiro & C.B. Poliquesi
19357 | , J. Cordeiro & C.B. Poliquesi
19358 | , M. Hatschbach & E. Barbosa
19359 | & A.C. Cervi
19360 | & E. Barbosa
19361 | & J.M. Silva
19362 | & J.M. Silva
19363 | , E. Barbosa, J.M. Silva & J. Vaz
19364 | & J.M. Silva
19367 | & B.K. Canestraro
19368 | ; J.T. Motta
19370 | , M. Hatschbach & J.M. Silva
19371 | & T. Bochorny
19372 | & B.K. Canestraro
19375 | & F. Marinero
19378 | & M.R. Lima
19379 | ; S. Prado
19380 | & G. Nicolack
19382 | & E. Barbosa
19383 | ; L.M. Martins
19384 | ; J.A. Gomes
19385 | ; J.T. Motta
19386 | ; O.S. Ribas
19387 | ; J.T. Motta
19388 | & L.M. Abe
19390 | , E.F. Costa, L.G. Temponi & C. Snak
19392 | ; E. Barboza; E.D. Lozano; V. Ariatti
19393 | ; E. Barboza; J. Cordeiro
19394 | & A. Belik
19395 | , G.F. Simon & M.R.M. Santos
19396 | , J. Cordeiro, J.M. Silva & J. Vaz
19397 | , G. Hatschbach & R. Wasum
19398 | ; J.E. Bianchin; M. Dutra
19399 | ; V. Ariatti; C. Michelon; E.D. Lozano; B.K. Canestraro; P. Larocca
19400 | ; E.L. Siqueira & C.C. de Araújo
19401 | ; E.L. Siqueira & C.C. de Araújo
19402 | ; E.L. Siqueira & C.C. de Araújo
19403 | ; E.L. Siqueira & C.C. de Araújo
19404 | ; E.L. Siqueira & C.C. de Araújo
19405 | ; E.L. Siqueira & C.C. de Araújo
19406 | ; E.L. Siqueira & C.C. de Araújo
19407 | ; E.L. Siqueira & C.C. de Araújo
19408 | ; E.L. Siqueira & C.C. de Araújo
19409 | ; E.L. Siqueira & C.C. de Araújo
19410 | ; E.L. Siqueira & C.C. de Araújo
19411 | ; E.L. Siqueira & C.C. de Araújo
19412 | ; E.L. Siqueira & C.C. de Araújo
19413 | ; E.L. Siqueira & C.C. de Araújo
19414 | ; E.L. Siqueira & C.C. de Araújo
19415 | ; E.L. Siqueira & C.C. de Araújo
19416 | ; E.L. Siqueira & C.C. de Araújo
19417 | ; E.L. Siqueira & C.C. de Araújo
19418 | ; E.L. Siqueira & C.C. de Araújo
19419 | ; E.L. Siqueira & C.C. de Araújo
19420 | ; E.L. Siqueira & C.C. de Araújo
19421 | ; E.L. Siqueira & C.C. de Araújo
19422 | ; E.L. Siqueira & C.C. de Araújo
19423 | ; E.L. Siqueira & C.C. de Araújo
19424 | ; E.L. Siqueira & C.C. de Araújo
19425 | ; E.L. Siqueira & C.C. de Araújo
19426 | ; E.L. Siqueira & C.C. de Araújo
19427 | ; E.L. Siqueira & C.C. Araújo
19428 | ; E.L. Siqueira & C.C. de Araújo
19429 | ; E.L. Siqueira & C.C. de Araújo
19430 | ; E.L. Siqueira & C.C. de Araújo
19431 | ; E.L. Siqueira & C.C. de Araújo
19432 | ; E.L. Siqueira & C.C. de Araújo
19433 | ; E.L. Siqueira & C.C. de Araújo
19434 | ; E.L. Siqueira & A.R. Sozzo
19435 | ; E.L. Siqueira & A.R. Sozzo
19436 | ; E.L. Siqueira & A.R. Sozzo
19437 | ; E.L. Siqueira & A.R. Sozzo
19438 | ; E.L. Siqueira & A.R. Sozzo
19439 | ; E.L. Siqueira & A.R. Sozzo
19440 | ; E.L. Siqueira & A.R. Sozzo
19441 | ; E.L. Siqueira & A.R. Sozzo
19442 | ; E.L. Siqueira & A.R. Sozzo
19443 | ; E.L. Siqueira & A.R. Sozzo
19444 | ; E.L. Siqueira & A.R. Sozzo
19445 | ; E.L. Siqueira & A.R. Sozzo
19446 | ; E.L. Siqueira & A.R. Sozzo
19447 | ; E.L. Siqueira & A.R. Sozzo
19448 | ; E.L. Siqueira & A.R. Sozzo
19449 | ; E.L. Siqueira & A.R. Sozzo
19450 | ; E.L. Siqueira & A.R. Sozzo
19451 | ; E.L. Siqueira & A.R. Sozzo
19452 | ; E.L. Siqueira & A.R. Sozzo
19453 | ; E.L. Siqueira & A.R. Sozzo
19454 | ; E.L. Siqueira & A.R. Sozzo
19455 | ; E.L. Siqueira & A.R. Sozzo
19456 | ; E.L. Siqueira & A.R. Sozzo
19457 | ; E.L. Siqueira & A.R. Sozzo
19458 | ; E.L. Siqueira & A.R. Sozzo
19459 | ; E.L. Siqueira & A.R. Sozzo
19460 | ; E.L. Siqueira & A.R. Sozzo
19461 | ; E.L. Siqueira & A.R. Sozzo
19462 | ; E.L. Siqueira & A.R. Sozzo
19463 | ; E.L. Siqueira & A.R. Sozzo
19464 | ; E.L. Siqueira & A.R. Sozzo
19465 | ; E.L. Siqueira & A.R. Sozzo
19466 | ; E.L. Siqueira & A.R. Sozzo
19467 | ; E.L. Siqueira & A.R. Sozzo
19468 | ; E.L. Siqueira & A.R. Sozzo
19469 | ; E.L. Siqueira & A.R. Sozzo
19470 | ; E.L. Siqueira & A.R. Sozzo
19471 | ; E.L. Siqueira & A.R. Sozzo
19472 | ; E.L. Siqueira & A.R. Sozzo
19473 | ; E.L. Siqueira & A.R. Sozzo
19474 | ; E.L. Siqueira & A.R. Sozzo
19475 | ; E.L. Siqueira & A.R. Sozzo
19476 | ; E.L. Siqueira & A.R. Sozzo
19477 | ; E.L. Siqueira & A.R. Sozzo
19478 | ; E.L. Siqueira & A.R. Sozzo
19479 | ; E.L. Siqueira & A.R. Sozzo
19480 | ; E.L. Siqueira & A.R. Sozzo
19481 | ; E.L. Siqueira & A.R. Sozzo
19482 | ; E.L. Siqueira & A.R. Sozzo
19483 | ; E.L. Siqueira & A.R. Sozzo
19484 | ; E.L. Siqueira & A.R. Sozzo
19485 | ; E.L. Siqueira & A.R. Sozzo
19486 | ; E.L. Siqueira & A.R. Sozzo
19487 | ; E.L. Siqueira & A.R. Sozzo
19488 | ; E.L. Siqueira & A.R. Sozzo
19489 | ; E.L. Siqueira & A.R. Sozzo
19490 | ; E.L. Siqueira & A.R. Sozzo
19491 | ; E.L. Siqueira & A.R. Sozzo
19492 | ; E.L. Siqueira & A.R. Sozzo
19493 | ; E.L. Siqueira & A.R. Sozzo
19494 | ; E.L. Siqueira & A.R. Sozzo
19495 | ; E.L. Siqueira & A.R. Sozzo
19496 | ; E.L. Siqueira & A.R. Sozzo
19497 | ; E.L. Siqueira & A.R. Sozzo
19498 | ; E.L. Siqueira & A.R. Sozzo
19499 | ; E.L. Siqueira & A.R. Sozzo
19500 | ; E.L. Siqueira & A.R. Sozzo
19501 | ; E.L. Siqueira & A.R. Sozzo
19502 | ; E.L. Siqueira & A.R. Sozzo
19503 | ; E.L. Siqueira & A.R. Sozzo
19504 | ; E.L. Siqueira & A.R. Sozzo
19505 | ; E.L. Siqueira & A.R. Sozzo
19506 | ; E.L. Siqueira & A.R. Sozzo
19507 | ; E.L. Siqueira & A.R. Sozzo
19508 | ; E.L. Siqueira & A.R. Sozzo
19509 | ; E.L. Siqueira & A.R. Sozzo
19510 | ; E.L. Siqueira & A.R. Sozzo
19511 | ; E.L. Siqueira & A.R. Sozzo
19512 | ; E.L. Siqueira & A.R. Sozzo
19513 | ; M.G. Caxambu & E.L. Siqueira
19514 | ; A.R. Sozzo & B. Bocardo
19515 | ; A.R. Sozzo & L.F. Stencel
19516 | ; A.R. Sozzo & B. Bocardo
19517 | ; A.R. Sozzo & B. Bocardo
19518 | ; A.R. Sozzo & B. Bocardo
19519 | ; A.R. Sozzo & B. Bocardo
19520 | ; A.R. Sozzo & B. Bocardo
19521 | ; A.R. Sozzo & B. Bocardo
19522 | ; A.R. Sozzo & B. Bocardo
19523 | ; A.R. Sozzo & B. Bocardo
19524 | ; A.R. Sozzo & B. Bocardo
19525 | ; A.R. Sozzo & B. Bocardo
19526 | ; A.R. Sozzo & B. Bocardo
19527 | ; A.R. Sozzo & B. Bocardo
19528 | ; E.D. Lozano
19531 | ; D.C. Imig; M.G. Nunes
19534 | ; L.A. Acra
19537 | & O.S. Ribas
19539 | , M. Hatschbach & E. Barbosa
19540 | ; M. Augusto Silva
19544 | & O.S. Ribas
19545 | ; V. Ariati; R.A. Bonaldi; R. Silva
19546 | , A.F.A. Versiane, A.L.F. Oliveira, W.P. Fernandes & R. Romero
19547 | ; C. Michelon
19549 | ; R.A. Bonaldi
19550 | ; E. Barboza; J. Cordeiro
19551 | & T. Bochorny
19552 | ; E. Barboza; J. Cordeiro
19553 | , J. Cordeiro, L. von Linsingen & E.F. Costa
19557 | ; E. Barboza; J. Cordeiro
19558 | ; Equipe Labea
19560 | ; J. Cordeiro
19561 | ; M. Silva; V. Ariati
19562 | ; J. Cordeiro; V. Daniel; V. Ariati
19563 | ; F.S. Gomes; F.C. Guaré; E.R. Silveira et al.
19564 | ; E. Barboza; V. Daniel; V. Ariati
19565 | ; J. Cordeiro; V. Daniel; V. Ariati
19566 | ; J.T. Motta
19567 | , J.M. Silva & V.C. Martin
19568 | , M. Hatschbach, O.S. Ribas & J. Carneiro
19569 | , J.M. Silva & V.C. Martin
19570 | , J.M. Silva & V.C. Martin
19571 | & C.B. Poliquesi
19572 | , J. Cordeiro, J.M. Silva & J. Vaz
19573 | & J.M. Silva
19574 | , M. Hatschbach & E. Barbosa
19575 | & J.M. Silva
19576 | , J.M. Silva & E.M. Cunha
19578 | , M. Hatschbach & V. Nicolack
19580 | & E. Barbosa
19581 | ; E. Barboza; J. Cordeiro
19582 | ; O.S. Ribas
19583 | , C.B. Poliquesi & R.D. Fragoso
19584 | , C.B. Poliquesi & R.D. Fragoso
19585 | ; J. Cordeiro
19586 | & M. Selusniaki
19588 | ; J.M. Silva; M.C.H. Mello
19589 | ; L.T. Dombrowski; J. Cordeiro; D.P. Saridakis
19590 | , J. Cordeiro & E.F. Costa
19593 | ; F. Marinero
19594 | & J.M. Silva
19595 | , M. Hatschbach & J.M. Silva
19596 | , J.M. Silva & J. Vaz
19597 | & L. Abe
19598 | & J.M. Silva
19601 | , J. Cordeiro & J. Vaz
19602 | , J. Cordeiro & C.B. Poliquesi
19603 | ; S. Prado
19604 | ; S. Prado
19606 | , V.C. Martin & J. Vaz
19607 | & J.M. Silva
19608 | , J. Cordeiro & J. Vaz
19609 | ; V.C. Souza; J. Moraweta; C. Randle
19610 | ; E. Barboza; J. Cordeiro
19614 | ; J.T. Motta
19615 | ; E.D. Lozano
19616 | ; E.D. Lozano
19617 | ; V.C. Souza; J. Moraweta; C. Randle
19618 | & L.M. Abe
19619 | ; V.C. Souza; J. Moraweta; C. Randle
19620 | & L.A. Martin
19621 | , A.L. Tomazi & G. Klemz
19623 | & F. Deodato
19624 | , E. Barboza, M. Grizzon & J. Gaio
19625 | , R. Wasum & L. Scur
19626 | , E. Barboza, M. Grizzon & J. Gaio
19627 | , E. Barboza, M. Grizzon & J. Gaio
19628 | , E. Barboza, M. Grizzon & J. Gaio
19629 | , E. Barboza, A.C. Picoli & P. Bohrer
19636 | & F. Schuhwerk
19637 | & F. Schuhwerk
19640 | & Z. Koch
19641 | & J.M. Silva
19642 | , J.M. Silva & A.R. Campos
19643 | ; F. Marinero
19644 | ; F. Marinero
19645 | ; F. Marinero
19646 | ; F. Marinero
19647 | & J.M. Silva
19648 | , J. Cordeiro & E.F. Costa
19649 | , E. Barbosa & J. Cordeiro
19650 | & E.M. Cunha
19651 | , E. Barbosa & J. Cordeiro
19652 | , R. Spichiger, A.C. Cervi & E. Barbosa
19653 | & O.S. Ribas
19655 | & A. Frenzel
19656 | ; J.T. Motta
19658 | ; V. Daniel
19659 | ; M. Augusto-Silva
19661 | ; D. Roher
19662 | ; E. Nardin
19663 | ; D. Roher, V. Daniel
19664 | & E.F. Costa
19665 | & J. Cordeiro
19666 | & L. M. Abe
19667 | , A.P. Santos-Gonçalves & K. Matsumoto
19670 | , I.H. Ishii
19671 | ; J.M. Silva; J. Cordeiro; E. Barboza; J. Vaz
19672 | ; J. Cordeiro
19673 | ; D.P. Saridakis
19674 | ; J.T. Motta
19675 | ; J. Cordeiro
19677 | ; L.M. Martins
19678 | & G. Hatschbach
19679 | & O.S. Ribas
19680 | , J.M. Silva & V.C. Martins
19681 | , J.M. Silva & C.C.A. de Andrade
19682 | & R. Kummrow
19683 | , E. Barbosa & E.F. Costa
19684 | , G. Hatschbach & R. Wasum
19685 | , M. Hatschbach & O.S. Ribas
19686 | & J.M. Silva
19688 | ; J.T. Motta
19689 | & E. Barbosa
19690 | , M. Hatschbach & E. Barbosa
19691 | , J. Cordeiro, J.M. Silva; J.T. Motta
19692 | ; J.T. Motta
19693 | , E.M. Martins & O.N. Veiga
19696 | ; L.M. Martins
19697 | & J.M. Silva
19698 | , E. Barbosa & L.M. Abe
19699 | & L. Dalla Costa
19700 | & L. Dalla Costa
19701 | ; Alunos de Botânica
19702 | , O.S. Ribas & J. Vaz
19704 | , P.T. Sano, L. Echtermach & M.G.L. Wanderley
19705 | ; F. Marinero; D. Lima
19706 | ; L.C. Ferneda Rocha; C. Michelon
19708 | ; E.L. Siqueira & A. Solarewics
19709 | ; D. Roher; D.A.T. Silva
19710 | ; D. Roher; D.A.T. Silva
19711 | ; D. Roher; D.A.T. Silva
19712 | & J.M. Silva
19713 | & J.M. Silva
19714 | et al.
19715 | & L. Dalla Costa
19716 | & J.M. Silva
19717 | , G. Moreira, E. Carneiro & L. Beltrami
19718 | , E.F. Costa, L.G. Temponi & C. Snak
19719 | , E.F. Costa, L.G. Temponi & C. Snak
19720 | & E. Barbosa
19721 | , E. Barbosa & C.B. Poliquesi
19722 | , E. Barbosa & J. Cordeiro
19723 | , M. Hatschbach & O.S. Ribas
19724 | , O.S. Ribas & F. Deodato
19725 | , M. Hatschbach & E. Barbosa
19726 | , J.M. Silva & L.A. Ferreira
19727 | & J.M. Silva
19728 | , M. Hatschbach & J.M. Silva
19729 | , M. Hatschbach & J.M. Silva
19730 | , M. Hatschbach & E. Barbosa
19731 | , J. Cordeiro & C.B. Poliquesi
19733 | ; J.T. Motta
19734 | ; J.T. Motta
19735 | ; J.T. Motta
19736 | ; J.T. Motta
19737 | , N.L. de Souza, G. Klemz & D.H. Klettenberg
19738 | ; V.C. Souza; J. Moraweta; C. Randle
19739 | , C.B. Poliquesi & R. Coraiola
19740 | et al.
19741 | ; J.M. Silva; J. Cordeiro; E. Barboza; J. Vaz
19742 | ; L.M. Martins
19743 | & J. Cordeiro
19744 | ; P. Larocca
19745 | ; P. Larocca
19746 | ; P. Larocca
19747 | ; P. Larocca
19750 | ; D. Roher; D.A.T. Silva
19751 | ; P. Larocca
19752 | ; D. Roher; D.A.T. Silva
19753 | ; E.C. Nardin
19754 | ; P. Larocca
19755 | ; D.P. Saridakis
19756 | , C.B. Poliquesi & J. Cordeiro
19757 | , J. Cordeiro, C.B. Poliquesi & J. Vaz
19758 | , C.B. Poliquesi & R.D. Fragoso
19759 | & O. Guimarães
19762 | & F. Farruggia
19763 | , E. Barboza, J. Cordeiro & D.P. Saridakis
19766 | ; G. Felitto; E.D. Lozano
19768 | & O.S. Ribas
19770 | ; E. Barboza; J. Cordeiro
19771 | & E.F. Costa
19772 | , E. Barboza, M. Grizzon & J. Gaio
19773 | ; L.C. Ferneda Rocha; D.C. Imig; S. Pereira
19774 | ; R.A. Bonaldi
19776 | ; J.T. Motta
19778 | ; J.T. Motta
19779 | & J.M. Silva
19780 | ; I.H. Ishii; P.V. Gonçalves; M.S. Lima; W.R. Gonçalves Lima
19781 | ; V. Ariatti; R.A. Bonaldi; R. Silva
19783 | ; E.D. Lozano
19784 | ; R.A. Bonaldi; R.C. Silva
19785 | ; J.M. Silva; M.C.H. Mello
19787 | ; F. Marinero
19789 | , J. Cordeiro & V. Carré
19791 | & M.R. Lima
19792 | ; P. Larocca
19793 | ; P. Larocca
19794 | , J.M. Silva & V.C. Martin
19795 | & J. Carneiro
19796 | , M. Hatschbach & J.M. Silva
19797 | & R.A. Bonaldi
19801 | , J. Cordeiro, J.M. Silva & E. Barboza
19802 | & J. Cordeiro
19803 | & E. Barboza
19804 | ; L.C. Ferneda Rocha; A.P. Cardozo; C. Buturi
19805 | , C. Cristofolini & E. Caglioni
19806 | , N.L. de Souza, G. Klemz & D.H. Klettenberg
19807 | ; D.P. Saridakis; M.C. Nunes; C.T.A. Costa
19809 | ; E.D. Lozano
19810 | ; B.K. Canestraro & C. Michelon
19813 | & F. Ferruggia
19815 | , R.H.P. Andreata, J.A. Lira Neto et al.
19816 | , R. Subilis y A.M. Anton
19819 | y R. Subilis
19824 | , M. Hatschbach, O.S. Ribas & J. Carneiro
19825 | ; J. Cordeiro; E.D. Lozano; V. Ariati
19826 | & J.M. Silva
19827 | ; D.P. Saridakis
19828 | ; J.T. Motta
19829 | ; L.C. Ferneda Rocha; C. Michelon
19832 | & O.S. Ribas
19833 | ; R.R. Völtz
19834 | ; D. Roher; D.A.T. Silva
19835 | ; D.P. Saridakis
19836 | , M. Hatschbach & E. Barbosa
19837 | & J. Cordeiro
19838 | & J.M. Silva
19839 | & O.S. Ribas
19840 | ; J.T. Motta
19841 | ; S. Prado
19844 | ; D. Roher; V. Daniel
19845 | ; V. Ariati; D. Roher
19846 | ; M.L. Guedes; et al.
19847 | ; T.F. Costa; alunos de Bot C05
19848 | et al.
19851 | , E. Barbosa, G. Felitto & P. Larocca
19852 | & E.M. Cunha
19854 | , A. Schinini & J.M. Silva
19855 | ; L.M. Martins
19856 | & E. Barbosa
19858 | ; J. Cordeiro
19859 | ; E.L. Siqueira & L.F. Stencel
19860 | ; E.L. Siqueira & L.F. Stencel
19861 | ; E.L. Siqueira & L.F. Stencel
19862 | ; E.L. Siqueira & L.F. Stencel
19863 | ; E.L. Siqueira & L.F. Stencel
19864 | ; E.L. Siqueira & L.F. Stencel
19865 | ; E.L. Siqueira & L.F. Stencel
19866 | ; E.L. Siqueira & L.F. Stencel
19867 | ; E.L. Siqueira & L.F. Stencel
19868 | ; E.L. Siqueira & L.F. Stencel
19869 | ; E.L. Siqueira & L.F. Stencel
19870 | ; E.L. Siqueira & L.F. Stencel
19871 | ; E.L. Siqueira & L.F. Stencel
19872 | ; E.L. Siqueira & L.F. Stencel
19873 | ; E.L. Siqueira, C.V. Blessa & B. Fachin
19874 | ; E.L. Siqueira; C.V. Blessa & B. Fachin
19875 | ; E.L. Siqueira; C.V. Blessa & B. Fachin
19876 | ; E.L. Siqueira; C.V. Blessa & B. Fachin
19877 | ; E.L. Siqueira; C.V. Blessa & B. Fachin
19878 | ; E.L. Siqueira; C.V. Blessa & B. Fachin
19879 | ; E.L. Siqueira; C.V. Blessa & B. Fachin
19880 | ; E.L. Siqueira; C.V. Blessa & B. Fachin
19881 | ; E.L. Siqueira; C.V. Blessa & B. Fachin
19882 | ; E.L. Siqueira; C.V. Blessa & B. Fachin
19884 | ; E.L. Siqueira & J. Pommer
19885 | ; E.L. Siqueira; G. Medeiros
19886 | & D.P. Saridakis
19887 | ; D.P. Saridakis
19888 | ; J. Cordeiro
19889 | ; J. Cordeiro
19891 | & L. Abre
19892 | , J. Iganci & G. Heyden
19893 | & J.M. Silva
19894 | , J. Cordeiro, J.M. Silva
19895 | , E. Barboza, J. Cordeiro & D.P. Saridakis
19896 | , E. Barboza, J. Cordeiro & D.P. Saridakis
19897 | , J.M. Silva & V.C. Martin
19898 | ; D.P. Saridakis
